seq,tx,rx,latency
444850,1764177711449471807,1764177711442834156,-6637651
3232542,1764177711449620380,1764177711442983046,-6637334
444851,1764177711450531319,1764177711443894382,-6636937
3232543,1764177711450680188,1764177711444042956,-6637232
444852,1764177711451592053,1764177711444954885,-6637168
3232544,1764177711451740089,1764177711445102404,-6637685
444853,1764177711452651750,1764177711446014129,-6637621
3232545,1764177711452799730,1764177711446162870,-6636860
444854,1764177711453711280,1764177711447073891,-6637389
3232546,1764177711453859409,1764177711447221540,-6637869
444855,1764177711454770829,1764177711448133339,-6637490
3232547,1764177711454919124,1764177711448281413,-6637711
444856,1764177711455831452,1764177711449194120,-6637332
3232548,1764177711455978877,1764177711449341083,-6637794
444857,1764177711456891056,1764177711450253549,-6637507
3232549,1764177711457038610,1764177711450401975,-6636635
444858,1764177711457950586,1764177711451313608,-6636978
3232550,1764177711458098456,1764177711451460682,-6637774
444859,1764177711459010098,1764177711452372241,-6637857
3232551,1764177711459158245,1764177711452520556,-6637689
444860,1764177711460069628,1764177711453433022,-6636606
3232552,1764177711460218386,1764177711453581540,-6636846
444861,1764177711461129177,1764177711454491654,-6637523
3232553,1764177711461278287,1764177711454640395,-6637892
444862,1764177711462188800,1764177711455551546,-6637254
3232554,1764177711462338095,1764177711455700251,-6637844
444863,1764177711463249293,1764177711456611679,-6637614
3232555,1764177711463397866,1764177711456760550,-6637316
444864,1764177711464308767,1764177711457671868,-6636899
3232556,1764177711464457674,1764177711457820072,-6637602
444865,1764177711465368205,1764177711458730537,-6637668
3232557,1764177711465517389,1764177711458879464,-6637925
444866,1764177711466429439,1764177711459793096,-6636343
3232558,1764177711466577290,1764177711459940411,-6636879
444867,1764177711467491710,1764177711460854618,-6637092
3232559,1764177711467637098,1764177711460999155,-6637943
444868,1764177711468551870,1764177711461914232,-6637638
3232560,1764177711468697073,1764177711462059233,-6637840
444869,1764177711469611474,1764177711462973865,-6637609
3232561,1764177711469756825,1764177711463119199,-6637626
444870,1764177711470671097,1764177711464033701,-6637396
3232562,1764177711470816707,1764177711464179869,-6636838
444871,1764177711471731627,1764177711465094168,-6637459
3232563,1764177711471876422,1764177711465239075,-6637347
444872,1764177711472791139,1764177711466153467,-6637672
3232564,1764177711472936156,1764177711466298542,-6637614
444873,1764177711473850688,1764177711467214618,-6636070
3232565,1764177711473995964,1764177711467358230,-6637734
444874,1764177711474910144,1764177711468272344,-6637800
3232566,1764177711475055846,1764177711468418307,-6637539
444875,1764177711475970767,1764177711469333588,-6637179
3232567,1764177711476115821,1764177711469477866,-6637955
444876,1764177711477030408,1764177711470392665,-6637743
3232568,1764177711477175592,1764177711470537869,-6637723
444877,1764177711478089790,1764177711471452464,-6637326
3232569,1764177711478235289,1764177711471597372,-6637917
444878,1764177711479149357,1764177711472511431,-6637926
3232570,1764177711479295986,1764177711472658246,-6637740
444879,1764177711480208980,1764177711473574860,-6634120
3232571,1764177711480355998,1764177711473720082,-6635916
444880,1764177711481268769,1764177711474633752,-6635017
3232572,1764177711481415861,1764177711474778289,-6637572
444881,1764177711482328355,1764177711475690774,-6637581
3232573,1764177711482475651,1764177711475837922,-6637729
444882,1764177711483389071,1764177711476751592,-6637479
3232574,1764177711483535366,1764177711476897685,-6637681
444883,1764177711484448860,1764177711477811021,-6637839
3232575,1764177711484595007,1764177711477958151,-6636856
444884,1764177711485508446,1764177711478871153,-6637293
3232576,1764177711485654723,1764177711479017395,-6637328
444885,1764177711486567921,1764177711479930379,-6637542
3232577,1764177711486714438,1764177711480076787,-6637651
444886,1764177711487628636,1764177711480992863,-6635773
3232578,1764177711487774246,1764177711481136308,-6637938
444887,1764177711488688351,1764177711482050570,-6637781
3232579,1764177711488833999,1764177711482196423,-6637576
444888,1764177711489747956,1764177711483117222,-6630734
3232580,1764177711489893918,1764177711483256259,-6637659
444889,1764177711490807449,1764177711484169929,-6637520
3232581,1764177711490953689,1764177711484315836,-6637853
444890,1764177711491867998,1764177711485231043,-6636955
3232582,1764177711492013663,1764177711485375858,-6637805
444891,1764177711492927602,1764177711486290120,-6637482
3232583,1764177711493073323,1764177711486435658,-6637665
444892,1764177711493987058,1764177711487349549,-6637509
3232584,1764177711494133039,1764177711487496883,-6636156
444893,1764177711495046459,1764177711488409219,-6637240
3232585,1764177711495193754,1764177711488556386,-6637368
444894,1764177711496106007,1764177711489468315,-6637692
3232586,1764177711496253062,1764177711489615445,-6637617
444895,1764177711497165426,1764177711490527800,-6637626
3232587,1764177711497312851,1764177711490674985,-6637866
444896,1764177711498224938,1764177711491587525,-6637413
3232588,1764177711498372585,1764177711491735470,-6637115
444897,1764177711499285635,1764177711492648806,-6636829
3232589,1764177711499432356,1764177711492794954,-6637402
444898,1764177711500345425,1764177711493707920,-6637505
3232590,1764177711500492072,1764177711493854476,-6637596
444899,1764177711501405084,1764177711494768257,-6636827
3232591,1764177711501551769,1764177711494913979,-6637790
444900,1764177711502464652,1764177711495826852,-6637800
3232592,1764177711502611466,1764177711495973723,-6637743
444901,1764177711503525182,1764177711496887911,-6637271
3232593,1764177711503671051,1764177711497033171,-6637880
444902,1764177711504584786,1764177711497947100,-6637686
3232594,1764177711504730878,1764177711498093174,-6637704
444903,1764177711505644335,1764177711499007214,-6637121
3232595,1764177711505790704,1764177711499152992,-6637712
444904,1764177711506703902,1764177711500066884,-6637018
3232596,1764177711506850309,1764177711500212477,-6637832
444905,1764177711507764488,1764177711501126961,-6637527
3232597,1764177711507910135,1764177711501273332,-6636803
444906,1764177711508824018,1764177711502186205,-6637813
3232598,1764177711508970017,1764177711502332187,-6637830
444907,1764177711509883400,1764177711503245745,-6637655
3232599,1764177711510029825,1764177711503391986,-6637839
444908,1764177711510942893,1764177711504305137,-6637756
3232600,1764177711511089652,1764177711504452082,-6637570
444909,1764177711512003368,1764177711505366344,-6637024
3232601,1764177711512149460,1764177711505512567,-6636893
444910,1764177711513062917,1764177711506425569,-6637348
3232602,1764177711513209138,1764177711506571422,-6637716
444911,1764177711514122429,1764177711507484628,-6637801
3232603,1764177711514268909,1764177711507631055,-6637854
444912,1764177711515182903,1764177711508546409,-6636494
3232604,1764177711515328680,1764177711508691039,-6637641
444913,1764177711516244063,1764177711509607949,-6636114
3232605,1764177711516388433,1764177711509750561,-6637872
444914,1764177711517305093,1764177711510667860,-6637233
3232606,1764177711517448074,1764177711510810286,-6637788
444915,1764177711518365031,1764177711511727400,-6637631
3232607,1764177711518507715,1764177711511870049,-6637666
444916,1764177711519426080,1764177711512789663,-6636417
3232608,1764177711519567468,1764177711512929848,-6637620
444917,1764177711520485647,1764177711513848166,-6637481
3232609,1764177711520627127,1764177711513989759,-6637368
444918,1764177711521545103,1764177711514907502,-6637601
3232610,1764177711521686954,1764177711515050447,-6636507
444919,1764177711522604578,1764177711515967024,-6637554
3232611,1764177711522746595,1764177711516108765,-6637830
444920,1764177711523665238,1764177711517027861,-6637377
3232612,1764177711523806200,1764177711517168565,-6637635
444921,1764177711524724805,1764177711518087642,-6637163
3232613,1764177711524865989,1764177711518228309,-6637680
444922,1764177711525784298,1764177711519146830,-6637468
3232614,1764177711525925742,1764177711519288719,-6637023
444923,1764177711526843791,1764177711520206389,-6637402
3232615,1764177711526985420,1764177711520347889,-6637531
444924,1764177711527904395,1764177711521267170,-6637225
3232616,1764177711528045228,1764177711521407244,-6637984
444925,1764177711528964000,1764177711522327988,-6636012
3232617,1764177711529104888,1764177711522466951,-6637937
444926,1764177711530023419,1764177711523389139,-6634280
3232618,1764177711530164566,1764177711523527658,-6636908
444927,1764177711531083005,1764177711524445698,-6637307
3232619,1764177711531225374,1764177711524588087,-6637287
444928,1764177711532142720,1764177711525505312,-6637408
3232620,1764177711532285256,1764177711525647572,-6637684
444929,1764177711533202250,1764177711526565889,-6636361
3232621,1764177711533344935,1764177711526707408,-6637527
444930,1764177711534261836,1764177711527624003,-6637833
3232622,1764177711534404706,1764177711527767097,-6637609
444931,1764177711535322496,1764177711528688322,-6634174
3232623,1764177711535464514,1764177711528827915,-6636599
444932,1764177711536382008,1764177711529744584,-6637424
3232624,1764177711536524266,1764177711529886844,-6637422
444933,1764177711537441501,1764177711530804365,-6637136
3232625,1764177711537584000,1764177711530946032,-6637968
444934,1764177711538500975,1764177711531863090,-6637885
3232626,1764177711538643771,1764177711532005757,-6638014
444935,1764177711539561617,1764177711532924297,-6637320
3232627,1764177711539703375,1764177711533068316,-6635059
444936,1764177711540621258,1764177711533983949,-6637309
3232628,1764177711540763016,1764177711534125190,-6637826
444937,1764177711541680677,1764177711535043211,-6637466
3232629,1764177711541822676,1764177711535184804,-6637872
444938,1764177711542740170,1764177711536103344,-6636826
3232630,1764177711542882318,1764177711536244826,-6637492
444939,1764177711543800701,1764177711537164199,-6636502
3232631,1764177711543942126,1764177711537304477,-6637649
444940,1764177711544860416,1764177711538222924,-6637492
3232632,1764177711545001841,1764177711538363925,-6637916
444941,1764177711545919909,1764177711539282298,-6637611
3232633,1764177711546061575,1764177711539423872,-6637703
444942,1764177711546979569,1764177711540342708,-6636861
3232634,1764177711547120920,1764177711540483394,-6637526
444943,1764177711548040192,1764177711541404434,-6635758
3232635,1764177711548180710,1764177711541543471,-6637239
444944,1764177711549099778,1764177711542462715,-6637063
3232636,1764177711549240647,1764177711542603734,-6636913
444945,1764177711550159308,1764177711543521885,-6637423
3232637,1764177711550300233,1764177711543662533,-6637700
444946,1764177711551219838,1764177711544582406,-6637432
3232638,1764177711551359948,1764177711544722481,-6637467
444947,1764177711552279387,1764177711545641687,-6637700
3232639,1764177711552419775,1764177711545782447,-6637328
444948,1764177711553338825,1764177711546701283,-6637542
3232640,1764177711553479694,1764177711546842987,-6636707
444949,1764177711554398466,1764177711547760934,-6637532
3232641,1764177711554539354,1764177711547901638,-6637716
444950,1764177711555459033,1764177711548821475,-6637558
3232642,1764177711555599106,1764177711548963086,-6636020
444951,1764177711556518656,1764177711549881700,-6636956
3232643,1764177711556658840,1764177711550020997,-6637843
444952,1764177711557578186,1764177711550940555,-6637631
3232644,1764177711557718556,1764177711551080741,-6637815
444953,1764177711558637679,1764177711551999947,-6637732
3232645,1764177711558778271,1764177711552140781,-6637490
444954,1764177711559698339,1764177711553060913,-6637426
3232646,1764177711559837894,1764177711553200784,-6637110
444955,1764177711560757962,1764177711554121120,-6636842
3232647,1764177711560897665,1764177711554260306,-6637359
444956,1764177711561817659,1764177711555180364,-6637295
3232648,1764177711561957417,1764177711555319642,-6637775
444957,1764177711562877208,1764177711556239812,-6637396
3232649,1764177711563017262,1764177711556380294,-6636968
444958,1764177711563937701,1764177711557300167,-6637534
3232650,1764177711564077033,1764177711557439556,-6637477
444959,1764177711564997194,1764177711558359818,-6637376
3232651,1764177711565136730,1764177711558499244,-6637486
444960,1764177711566058243,1764177711559422155,-6636088
3232652,1764177711566196501,1764177711559558822,-6637679
444961,1764177711567119088,1764177711560481843,-6637245
3232653,1764177711567257457,1764177711560620788,-6636669
444962,1764177711568178988,1764177711561541420,-6637568
3232654,1764177711568317210,1764177711561680532,-6636678
444963,1764177711569238667,1764177711562601090,-6637577
3232655,1764177711569376944,1764177711562738979,-6637965
444964,1764177711570298178,1764177711563661908,-6636270
3232656,1764177711570436826,1764177711563799112,-6637714
444965,1764177711571358875,1764177711564721633,-6637242
3232657,1764177711571496597,1764177711564859060,-6637537
444966,1764177711572418368,1764177711565780988,-6637380
3232658,1764177711572556256,1764177711565918693,-6637563
444967,1764177711573477880,1764177711566840751,-6637129
3232659,1764177711573616027,1764177711566978325,-6637702
444968,1764177711574537373,1764177711567900513,-6636860
3232660,1764177711574675817,1764177711568038217,-6637600
444969,1764177711575598144,1764177711568960905,-6637239
3232661,1764177711575735884,1764177711569098313,-6637571
444970,1764177711576657749,1764177711570020464,-6637285
3232662,1764177711576795711,1764177711570158890,-6636821
444971,1764177711577717279,1764177711571079745,-6637534
3232663,1764177711577855537,1764177711571217653,-6637884
444972,1764177711578776754,1764177711572138804,-6637950
3232664,1764177711578915419,1764177711572277563,-6637856
444973,1764177711579837358,1764177711573203622,-6633736
3232665,1764177711579975135,1764177711573338585,-6636550
444974,1764177711580896888,1764177711574259384,-6637504
3232666,1764177711581034850,1764177711574398107,-6636743
444975,1764177711581956437,1764177711575319091,-6637346
3232667,1764177711582094547,1764177711575456869,-6637678
444976,1764177711583015856,1764177711576378576,-6637280
3232668,1764177711583154318,1764177711576516780,-6637538
444977,1764177711584075442,1764177711577438560,-6636882
3232669,1764177711584213996,1764177711577577246,-6636750
444978,1764177711585135009,1764177711578497749,-6637260
3232670,1764177711585273767,1764177711578636453,-6637314
444979,1764177711586194484,1764177711579556715,-6637769
3232671,1764177711586333427,1764177711579695586,-6637841
444980,1764177711587255069,1764177711580617829,-6637240
3232672,1764177711587393161,1764177711580755441,-6637720
444981,1764177711588314655,1764177711581678129,-6636526
3232673,1764177711588452969,1764177711581815407,-6637562
444982,1764177711589374148,1764177711582736632,-6637516
3232674,1764177711589512740,1764177711582875151,-6637589
444983,1764177711590433697,1764177711583795950,-6637747
3232675,1764177711590572567,1764177711583938006,-6634561
444984,1764177711591494283,1764177711584857175,-6637108
3232676,1764177711591632356,1764177711584994676,-6637680
444985,1764177711592553887,1764177711585916141,-6637746
3232677,1764177711592692238,1764177711586054809,-6637429
444986,1764177711593613603,1764177711586977459,-6636144
3232678,1764177711593752046,1764177711587114664,-6637382
444987,1764177711594673151,1764177711588035407,-6637744
3232679,1764177711594811743,1764177711588174315,-6637428
444988,1764177711595733793,1764177711589096540,-6637253
3232680,1764177711595871607,1764177711589234077,-6637530
444989,1764177711596793527,1764177711590156043,-6637484
3232681,1764177711596931433,1764177711590294155,-6637278
444990,1764177711597853131,1764177711591216787,-6636344
3232682,1764177711597990667,1764177711591353084,-6637583
444991,1764177711598912717,1764177711592275161,-6637556
3232683,1764177711599050419,1764177711592414254,-6636165
444992,1764177711599973321,1764177711593335923,-6637398
3232684,1764177711600110264,1764177711593472720,-6637544
444993,1764177711601032833,1764177711594395574,-6637259
3232685,1764177711601170035,1764177711594532353,-6637682
444994,1764177711602092363,1764177711595455985,-6636378
3232686,1764177711602229658,1764177711595592282,-6637376
444995,1764177711603151949,1764177711596514433,-6637516
3232687,1764177711603290633,1764177711596653211,-6637422
444996,1764177711604211516,1764177711597573973,-6637543
3232688,1764177711604350348,1764177711597713584,-6636764
444997,1764177711605271046,1764177711598633550,-6637496
3232689,1764177711605410101,1764177711598772476,-6637625
444998,1764177711606330521,1764177711599692905,-6637616
3232690,1764177711606469909,1764177711599832072,-6637837
444999,1764177711607391144,1764177711600754316,-6636828
3232691,1764177711607529643,1764177711600892316,-6637327
445000,1764177711608450692,1764177711601813060,-6637632
3232692,1764177711608589395,1764177711601952430,-6636965
445001,1764177711609510278,1764177711602872952,-6637326
3232693,1764177711609649092,1764177711603011674,-6637418
445002,1764177711610569827,1764177711603932103,-6637724
3232694,1764177711610708733,1764177711604071196,-6637537
445003,1764177711611630524,1764177711604994551,-6635973
3232695,1764177711611768560,1764177711605131162,-6637398
445004,1764177711612690017,1764177711606052628,-6637389
3232696,1764177711612828331,1764177711606190832,-6637499
445005,1764177711613749658,1764177711607112168,-6637490
3232697,1764177711613888157,1764177711607250539,-6637618
445006,1764177711614809244,1764177711608171505,-6637739
3232698,1764177711614947947,1764177711608310172,-6637775
445007,1764177711615842163,1764177711609207323,-6634840
3232699,1764177711616007810,1764177711609370675,-6637135
445008,1764177711616902045,1764177711610264863,-6637182
3232700,1764177711617067581,1764177711610429900,-6637681
445009,1764177711617961853,1764177711611324551,-6637302
3232701,1764177711618127371,1764177711611490922,-6636449
445010,1764177711619021550,1764177711612384073,-6637477
3232702,1764177711619188216,1764177711612550740,-6637476
445011,1764177711620081210,1764177711613444039,-6637171
3232703,1764177711620247968,1764177711613610336,-6637632
445012,1764177711621140814,1764177711614503116,-6637698
3232704,1764177711621307795,1764177711614670543,-6637252
445013,1764177711622200345,1764177711615563101,-6637244
3232705,1764177711622367473,1764177711615730379,-6637094
445014,1764177711623261060,1764177711616623900,-6637160
3232706,1764177711623427281,1764177711616789660,-6637621
445015,1764177711624320720,1764177711617683107,-6637613
3232707,1764177711624487052,1764177711617849441,-6637611
445016,1764177711625380250,1764177711618743610,-6636640
3232708,1764177711625546953,1764177711618909129,-6637824
445017,1764177711626439799,1764177711619802447,-6637352
3232709,1764177711626606724,1764177711619968892,-6637832
445018,1764177711627500459,1764177711620863543,-6636916
3232710,1764177711627666458,1764177711621028673,-6637785
445019,1764177711628559989,1764177711621922398,-6637591
3232711,1764177711628726247,1764177711622088565,-6637682
445020,1764177711629619575,1764177711622982697,-6636878
3232712,1764177711629786000,1764177711623147975,-6638025
445021,1764177711630679068,1764177711624044904,-6634164
3232713,1764177711630845770,1764177711624209127,-6636643
445022,1764177711631739654,1764177711625102407,-6637247
3232714,1764177711631905486,1764177711625268963,-6636523
445023,1764177711632799332,1764177711626162114,-6637218
3232715,1764177711632965238,1764177711626327744,-6637494
445024,1764177711633858844,1764177711627221617,-6637227
3232716,1764177711634024898,1764177711627387266,-6637632
445025,1764177711634918411,1764177711628280806,-6637605
3232717,1764177711635084540,1764177711628446658,-6637882
445026,1764177711635979052,1764177711629344439,-6634613
3232718,1764177711636144273,1764177711629507809,-6636464
445027,1764177711637038527,1764177711630401145,-6637382
3232719,1764177711637204007,1764177711630566461,-6637546
445028,1764177711638098039,1764177711631460500,-6637539
3232720,1764177711638263778,1764177711631626279,-6637499
445029,1764177711639157439,1764177711632521133,-6636306
3232721,1764177711639323697,1764177711632686097,-6637600
445030,1764177711640217303,1764177711633580544,-6636759
3232722,1764177711640383450,1764177711633746044,-6637406
445031,1764177711641276852,1764177711634639325,-6637527
3232723,1764177711641443332,1764177711634806047,-6637285
445032,1764177711642336326,1764177711635699846,-6636480
3232724,1764177711642502862,1764177711635865384,-6637478
445033,1764177711643396912,1764177711636760220,-6636692
3232725,1764177711643562670,1764177711636925183,-6637487
445034,1764177711644456609,1764177711637820464,-6636145
3232726,1764177711644622386,1764177711637984650,-6637736
445035,1764177711645516121,1764177711638878615,-6637506
3232727,1764177711645682175,1764177711639045486,-6636689
445036,1764177711646575688,1764177711639938285,-6637403
3232728,1764177711646742076,1764177711640104397,-6637679
445037,1764177711647636274,1764177711640998973,-6637301
3232729,1764177711647801754,1764177711641164511,-6637243
445038,1764177711648695804,1764177711642058051,-6637753
3232730,1764177711648860840,1764177711642223255,-6637585
445039,1764177711649755223,1764177711643117609,-6637614
3232731,1764177711649920592,1764177711643284184,-6636408
445040,1764177711650814735,1764177711644177650,-6637085
3232732,1764177711650980363,1764177711644342761,-6637602
445041,1764177711651875413,1764177711645238690,-6636723
3232733,1764177711652040097,1764177711645402320,-6637777
445042,1764177711652935073,1764177711646298601,-6636472
3232734,1764177711653099887,1764177711646462342,-6637545
445043,1764177711653994473,1764177711647356807,-6637666
3232735,1764177711654159565,1764177711647521808,-6637757
445044,1764177711655053874,1764177711648416662,-6637212
3232736,1764177711655220521,1764177711648582996,-6637525
445045,1764177711656113423,1764177711649476073,-6637350
3232737,1764177711656280422,1764177711649642536,-6637886
445046,1764177711657172972,1764177711650536206,-6636766
3232738,1764177711657340156,1764177711650702780,-6637376
445047,1764177711658232409,1764177711651595172,-6637237
3232739,1764177711658399760,1764177711651762080,-6637680
445048,1764177711659293051,1764177711652655934,-6637117
3232740,1764177711659459401,1764177711652822694,-6636707
445049,1764177711660352655,1764177711653715141,-6637514
3232741,1764177711660519098,1764177711653881420,-6637678
445050,1764177711661412129,1764177711654774737,-6637392
3232742,1764177711661578925,1764177711654941645,-6637280
445051,1764177711662471604,1764177711655834055,-6637549
3232743,1764177711662638622,1764177711656001037,-6637585
445052,1764177711663532042,1764177711656895799,-6636243
3232744,1764177711663698318,1764177711657061725,-6636593
445053,1764177711664591442,1764177711657954654,-6636788
3232745,1764177711664757997,1764177711658120340,-6637657
445054,1764177711665650806,1764177711659013379,-6637427
3232746,1764177711665817805,1764177711659180047,-6637758
445055,1764177711666711929,1764177711660077105,-6634824
3232747,1764177711666877483,1764177711660239939,-6637544
445056,1764177711667774033,1764177711661136830,-6637203
3232748,1764177711667937236,1764177711661299609,-6637627
445057,1764177711668834137,1764177711662196796,-6637341
3232749,1764177711668997210,1764177711662359482,-6637728
445058,1764177711669893742,1764177711663256077,-6637665
3232750,1764177711670057000,1764177711663420115,-6636885
445059,1764177711670953142,1764177711664316747,-6636395
3232751,1764177711671116882,1764177711664479433,-6637449
445060,1764177711672013876,1764177711665376602,-6637274
3232752,1764177711672176727,1764177711665539269,-6637458
445061,1764177711673073610,1764177711666436346,-6637264
3232753,1764177711673236535,1764177711666600032,-6636503
445062,1764177711674133103,1764177711667495590,-6637513
3232754,1764177711674296324,1764177711667658665,-6637659
445063,1764177711675193670,1764177711668556371,-6637299
3232755,1764177711675356132,1764177711668718723,-6637409
445064,1764177711676253238,1764177711669615559,-6637679
3232756,1764177711676415866,1764177711669778227,-6637639
445065,1764177711677312694,1764177711670675359,-6637335
3232757,1764177711677475656,1764177711670838230,-6637426
445066,1764177711678372132,1764177711671734473,-6637659
3232758,1764177711678535408,1764177711671898437,-6636971
445067,1764177711679432736,1764177711672795402,-6637334
3232759,1764177711679595105,1764177711672957384,-6637721
445068,1764177711680492285,1764177711673858961,-6633324
3232760,1764177711680654858,1764177711674018369,-6636489
445069,1764177711681551889,1764177711674914927,-6636962
3232761,1764177711681714684,1764177711675076965,-6637719
445070,1764177711682611456,1764177711675973949,-6637507
3232762,1764177711682774437,1764177711676136838,-6637599
445071,1764177711683672079,1764177711677034841,-6637238
3232763,1764177711683834022,1764177711677196175,-6637847
445072,1764177711684731683,1764177711678096992,-6634691
3232764,1764177711684893830,1764177711678256604,-6637226
445073,1764177711685791195,1764177711679153681,-6637514
3232765,1764177711685953527,1764177711679315737,-6637790
445074,1764177711686850633,1764177711680213165,-6637468
3232766,1764177711687013298,1764177711680376758,-6636540
445075,1764177711687911144,1764177711681274020,-6637124
3232767,1764177711688073125,1764177711681435539,-6637586
445076,1764177711688970841,1764177711682333338,-6637503
3232768,1764177711689132803,1764177711682495357,-6637446
445077,1764177711690030279,1764177711683392971,-6637308
3232769,1764177711690192611,1764177711683554916,-6637695
445078,1764177711691089809,1764177711684452308,-6637501
3232770,1764177711691253382,1764177711684618086,-6635296
445079,1764177711692149302,1764177711685512070,-6637232
3232771,1764177711692313116,1764177711685675645,-6637471
445080,1764177711693208795,1764177711686572592,-6636203
3232772,1764177711693372868,1764177711686735055,-6637813
445081,1764177711694268270,1764177711687631743,-6636527
3232773,1764177711694432528,1764177711687795429,-6637099
445082,1764177711695328856,1764177711688691857,-6636999
3232774,1764177711695492355,1764177711688855025,-6637330
445083,1764177711696388479,1764177711689750898,-6637581
3232775,1764177711696552144,1764177711689914898,-6637246
445084,1764177711697447953,1764177711690810771,-6637182
3232776,1764177711697611915,1764177711690974346,-6637569
445085,1764177711698507465,1764177711691870256,-6637209
3232777,1764177711698671631,1764177711692034201,-6637430
445086,1764177711699568088,1764177711692930796,-6637292
3232778,1764177711699730939,1764177711693093574,-6637365
445087,1764177711700627637,1764177711693990059,-6637578
3232779,1764177711700790747,1764177711694154226,-6636521
445088,1764177711701687111,1764177711695049710,-6637401
3232780,1764177711701850592,1764177711695212729,-6637863
445089,1764177711702746623,1764177711696109676,-6636947
3232781,1764177711702910363,1764177711696273047,-6637316
445090,1764177711703807264,1764177711697170216,-6637048
3232782,1764177711703970189,1764177711697332587,-6637602
445091,1764177711704866906,1764177711698229590,-6637316
3232783,1764177711705030016,1764177711698393701,-6636315
445092,1764177711705926510,1764177711699289149,-6637361
3232784,1764177711706089713,1764177711699452316,-6637397
445093,1764177711706986040,1764177711700348615,-6637425
3232785,1764177711707149428,1764177711700511782,-6637646
445094,1764177711708046663,1764177711701410081,-6636582
3232786,1764177711708209180,1764177711701571637,-6637543
445095,1764177711709106286,1764177711702468788,-6637498
3232787,1764177711709268840,1764177711702631159,-6637681
445096,1764177711710165834,1764177711703528402,-6637432
3232788,1764177711710328556,1764177711703691032,-6637524
445097,1764177711711226439,1764177711704589627,-6636812
3232789,1764177711711388215,1764177711704751146,-6637069
445098,1764177711712286043,1764177711705649408,-6636635
3232790,1764177711712447986,1764177711705810594,-6637392
445099,1764177711713345610,1764177711706708300,-6637310
3232791,1764177711713507739,1764177711706870116,-6637623
445100,1764177711714405178,1764177711707767730,-6637448
3232792,1764177711714567454,1764177711707931100,-6636354
445101,1764177711715465708,1764177711708828640,-6637068
3232793,1764177711715627336,1764177711708989696,-6637640
445102,1764177711716527275,1764177711709891180,-6636095
3232794,1764177711716687070,1764177711710049366,-6637704
445103,1764177711717588139,1764177711710951628,-6636511
3232795,1764177711717746749,1764177711711109110,-6637639
445104,1764177711718648113,1764177711712010576,-6637537
3232796,1764177711718806390,1764177711712169780,-6636610
445105,1764177711719709125,1764177711713072801,-6636324
3232797,1764177711719866272,1764177711713228838,-6637434
445106,1764177711720768970,1764177711714131582,-6637388
3232798,1764177711720925950,1764177711714288305,-6637645
445107,1764177711721828889,1764177711715192048,-6636841
3232799,1764177711721985721,1764177711715348345,-6637376
445108,1764177711722888660,1764177711716251477,-6637183
3232800,1764177711723045418,1764177711716407700,-6637718
445109,1764177711723949746,1764177711717312499,-6637247
3232801,1764177711724105189,1764177711717467555,-6637634
445110,1764177711725009535,1764177711718372076,-6637459
3232802,1764177711725165071,1764177711718530466,-6634605
445111,1764177711726069269,1764177711719432320,-6636949
3232803,1764177711726224805,1764177711719587469,-6637336
445112,1764177711727128948,1764177711720491453,-6637495
3232804,1764177711727285558,1764177711720648416,-6637142
445113,1764177711728188774,1764177711721551604,-6637170
3232805,1764177711728345551,1764177711721708697,-6636854
445114,1764177711729248601,1764177711722610978,-6637623
3232806,1764177711729405266,1764177711722767293,-6637973
445115,1764177711730308390,1764177711723674425,-6633965
3232807,1764177711730465074,1764177711723828444,-6636630
445116,1764177711731369328,1764177711724732262,-6637066
3232808,1764177711731524882,1764177711724887281,-6637601
445117,1764177711732429006,1764177711725791450,-6637556
3232809,1764177711732584616,1764177711725947858,-6636758
445118,1764177711733488666,1764177711726851435,-6637231
3232810,1764177711733644295,1764177711727009343,-6634952
445119,1764177711734548326,1764177711727910901,-6637425
3232811,1764177711734704047,1764177711728066568,-6637479
445120,1764177711735609208,1764177711728972775,-6636433
3232812,1764177711735763911,1764177711729126479,-6637432
445121,1764177711736669034,1764177711730031537,-6637497
3232813,1764177711736823663,1764177711730186223,-6637440
445122,1764177711737728750,1764177711731091392,-6637358
3232814,1764177711737883397,1764177711731245967,-6637430
445123,1764177711738788336,1764177711732150914,-6637422
3232815,1764177711738943186,1764177711732305729,-6637457
445124,1764177711739849255,1764177711733212676,-6636579
3232816,1764177711740002994,1764177711733365714,-6637280
445125,1764177711740907637,1764177711734270346,-6637291
3232817,1764177711741061376,1764177711734423698,-6637678
445126,1764177711741967371,1764177711735329794,-6637577
3232818,1764177711742119759,1764177711735484702,-6635057
445127,1764177711743026956,1764177711736391019,-6635937
3232819,1764177711743187307,1764177711736551094,-6636213
445128,1764177711744086561,1764177711737449263,-6637298
3232820,1764177711744247986,1764177711737611189,-6636797
445129,1764177711745146221,1764177711738508933,-6637288
3232821,1764177711745307942,1764177711738670415,-6637527
445130,1764177711746205806,1764177711739568140,-6637666
3232822,1764177711746367620,1764177711739730788,-6636832
445131,1764177711747266318,1764177711740629421,-6636897
3232823,1764177711747427410,1764177711740789829,-6637581
445132,1764177711748325978,1764177711741688572,-6637406
3232824,1764177711748487347,1764177711741849776,-6637571
445133,1764177711749385545,1764177711742748983,-6636562
3232825,1764177711749547044,1764177711742909298,-6637746
445134,1764177711750445057,1764177711743807671,-6637386
3232826,1764177711750606260,1764177711743969875,-6636385
